"filename", "language", "SQL", "Java", "YAML", "Java Properties", "XML", "JSON", "Batch", "Markdown", "Python", "Docker", "PHP", "CSS", "TypeScript React", "JavaScript", "TypeScript", "JSON with Comments", "HTML", "comment", "blank", "total"
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/data/jobs.json", "JSON", 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 82
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/data/parts.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 44
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/data/titles.json", "JSON", 0, 0, 0, 0, 0, 254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 262
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/data/titlesfixed_2@@.json", "JSON", 0, 0, 0, 0, 0, 252, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 252
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/scripts/broken_seats_populate.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 44
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/scripts/maintenance_job_populate.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 36
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/scripts/maintnance_workes_populate.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 28
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/scripts/movies_populate.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15, 123
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/scripts/objects/costumer.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 17
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/scripts/objects/genere_movie.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 10
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/scripts/objects/genre.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 10
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/scripts/objects/maintenance_job.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
